rating,review
1 star: Bad,"<p class=""review-content__text"">
                Rebtel is messing around a lot, unfortunately because I cannot see my issues resolved as no-one is answering my emails and there is no number to call, I'm forced to come here again to another review and I will do it until my issues are solved.<br>I'm using rebtel for years using the same 020 rebtel numbers however since 12th June 2019 my calls to the same numbers are being overcharged, instead of 5p per minute it's around 30p per minute which is a lot. Because of that I spent in 2 calls what I usually spend in a month.<br>I just want to have all the money charged incorrectly returned and see this issue fixed. <br>Rebtel is trying to put the fault in my Internet provider but no chance as my bills from them are correct. <br>This is very annoying, I'm a person that like to be fair to everyone but rebtel is not being fair and is showing a very bad customer service. <br>I hope this gets resolved soon otherwise I will have to proceed to a formal complaint. <br>Thanks <br>Margarida
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Top of the line, in terms of voice clarity, easy to dial, anytime, price literally nothing for the best of the services which the customer gets an as I highly recommend to customers like me to use Rebtel.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Very good any time good
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                This is a great app. I've used other ones before but does not compare to quality of Rebtel.
            </p>"
3 stars: Average,Not really unlimited as announced.
5 stars: Excellent,"<p class=""review-content__text"">
                I find it very good,
            </p>"
5 stars: Excellent,VERY USEFULL
1 star: Bad,"<p class=""review-content__text"">
                When I dail a number to Australia ..call rings but after that a computer girl says something .m not able to understand what she is saying .nd then call doesn't connect .Can anyone  tell me what to do further to connect that call
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I am satisfied using Rebtel and could communicate very well with family and friends worldwide and they are satisfied as well that they hear me clearly.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                It's easy to use, connection is really good.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Great resource for unlimited India xalling without internet
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I use to call abroad with rebtel and i was very happy with the service ,but last Friday i got shocked to see that in 2 consecutive days i was charged £7 for top up and i usually pay a whole month about £7.<br>Than i checked i saw the price to call Austria went up from 0.8 penny/min to 20 penny (25 times)without noticing me,still waiting them to reply and to get a refund.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel is a fantastic platform a trial will convince anyone, I have tried it and not disappointed.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                International calls for less price.<br>Trustful app.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                free months,new cel phone
            </p>"
5 stars: Excellent,Great service!
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent voice quality.<br>Competitve rates. <br>Easy to use App
            </p>"
